company,product,typename,inches,cpu,ram(GB),gpu,opsys,weight(kg),price,resolution,screentype,touchscreen,cpu_freq(GHz),memory_1_sto(GB),memory_1_type,memory_2_sto(GB),memory_2_type,cpu_brand,gpu_brand
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,4,Nvidia GeForce GTX 1050,Windows 10,2.4,999.0,1920x1080,IPSPanel,0.0,2.8,1000,HDD,0,NaN,Intel,Nvidia
Acer,Predator G9-793,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,4.2,2299.0,1920x1080,IPSPanel,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Dell,Inspiron 7567,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.62,985.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Nvidia
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX1060,Windows 10,2.24,1339.0,1920x1080,,0.0,2.8,128,SSD,1000,HDD,Intel,Nvidia
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.22,202.9,1920x1080,,0.0,1.1,32,FlashStorage,0,NaN,Intel,Intel
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.37,1970.0,1920x1080,IPSPanel,1.0,2.7,512,SSD,0,NaN,Intel,Intel
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Intel Core i5 7200U ,8,AMD Radeon R7 M460,Windows 10,2.08,959.0,1920x1080,,1.0,2.5,256,SSD,0,NaN,Intel,AMD
Apple,"MacBook 12""",Ultrabook,12.0,Intel Core M ,8,Intel HD Graphics 5300,Mac OS X,0.92,1165.0,2304x1440,IPSPanelRetinaDisplay,0.0,1.2,512,FlashStorage,0,NaN,Intel,Intel
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.42,2330.0,2560x1440,IPSPanel,1.0,2.5,256,SSD,0,NaN,Intel,Intel
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.63,299.0,1366x768,,0.0,1.1,32,FlashStorage,0,NaN,Intel,Intel
Dell,Latitude 3580,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.95,810.0,1366x768,,0.0,2.5,128,SSD,0,NaN,Intel,Intel
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.38,1349.0,1920x1080,IPSPanel,1.0,2.7,256,SSD,0,NaN,Intel,Intel
Dell,Vostro 5568,Notebook,15.6,Intel Core i3 6006U ,8,AMD Radeon R5 M420X,Windows 10,2.0,739.0,1920x1080,,0.0,2.0,256,SSD,0,NaN,Intel,AMD
HP,ZBook 17,Workstation,15.6,Intel Core i7 7700HQ ,8,Nvidia Quadro M2200,Windows 10,3.14,2064.9,1920x1080,,0.0,2.8,256,SSD,0,NaN,Intel,Nvidia
Asus,Pro P2540UA-XS51,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.37,1099.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.29,1499.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Dell,XPS 15,Notebook,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.06,1749.0,3840x2160,,1.0,2.5,256,SSD,0,NaN,Intel,Nvidia
Dell,Latitude 3180,Netbook,11.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 505,Windows 10,1.63,744.0,1366x768,,0.0,1.1,128,SSD,0,NaN,Intel,Intel
HP,EliteBook 820,Netbook,12.5,Intel Core i5 7300U ,8,Intel HD Graphics 620,Windows 10,1.26,1389.0,1366x768,,0.0,2.6,256,SSD,0,NaN,Intel,Intel
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.1,780.0,1366x768,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,AMD A12-Series 9700P ,8,AMD Radeon R7 Graphics,Windows 10,2.04,629.0,1366x768,,0.0,2.5,2000,HDD,0,NaN,AMD,AMD
Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1679.0,3840x2160,,0.0,2.8,512,SSD,0,NaN,Intel,Nvidia
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 920M,Windows 10,2.4,609.0,1920x1080,,0.0,2.5,1000,HDD,0,NaN,Intel,Nvidia
HP,Omen 17-an012dx,Gaming,17.3,Intel Core i7 7700HQ ,12,AMD Radeon RX 580,Windows 10,3.74,1749.0,1920x1080,IPSPanel,0.0,2.8,1000,HDD,0,NaN,Intel,AMD
MSI,GE72MVR 7RG,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,2.9,2415.0,1920x1080,,0.0,2.8,512,SSD,1000,HDD,Intel,Nvidia
Samsung,Notebook 9,Ultrabook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,0.81,1499.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Dell,Vostro 5568,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce GT 940MX,Windows 10,1.98,961.0,1920x1080,,0.0,2.7,1000,HDD,0,NaN,Intel,Nvidia
Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon R5 M420,Windows 10,2.18,789.81,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,AMD
Lenovo,Thinkpad T470s,Ultrabook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.32,1859.0,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Intel
Razer,Blade Stealth,Ultrabook,12.5,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.29,1799.0,3840x2160,IPSPanel,1.0,2.5,512,SSD,0,NaN,Intel,Intel
HP,Chromebook 11,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.23,385.0,1366x768,,0.0,1.6,16,FlashStorage,0,NaN,Intel,Intel
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,4.36,2505.02,1920x1080,IPSPanel,0.0,2.8,128,SSD,1000,HDD,Intel,Nvidia
Dell,Latitude 3480,Notebook,14.0,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.76,755.0,1366x768,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.1,489.9,1366x768,,0.0,2.0,500,HDD,0,NaN,Intel,Intel
Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.25,1090.0,1366x768,,0.0,2.5,128,SSD,0,NaN,Intel,Intel
Lenovo,Thinkpad X1,Ultrabook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.13,2499.0,1920x1080,IPSPanel,0.0,2.7,512,SSD,0,NaN,Intel,Intel
MSI,GL62M 7RD,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.4,1199.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Nvidia
Lenovo,ThinkPad X1,Ultrabook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.13,1875.0,1920x1080,IPSPanel,0.0,2.5,256,FlashStorage,0,NaN,Intel,Intel
Toshiba,Satellite Pro,Notebook,14.0,Intel Pentium Dual Core 4405U ,4,Intel HD Graphics 510,Windows 10,1.75,499.0,1366x768,,0.0,2.1,128,SSD,0,NaN,Intel,Intel
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.1,1358.0,1920x1080,,1.0,2.5,256,SSD,0,NaN,Intel,Intel
Dell,Latitude 3480,Notebook,14.0,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.76,585.0,1366x768,,0.0,2.0,500,HDD,0,NaN,Intel,Intel
Acer,Chromebook 11,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.35,355.0,1366x768,IPSPanel,0.0,1.6,32,FlashStorage,0,NaN,Intel,Intel
Acer,Swift 3,Notebook,14.0,Intel Core i3 7100U ,8,Intel HD Graphics 620,Windows 10,1.5,619.0,1920x1080,IPSPanel,0.0,2.4,128,SSD,0,NaN,Intel,Intel
Razer,Blade Pro,Gaming,17.3,Intel Core i7 7820HK ,32,Nvidia GeForce GTX 1080,Windows 10,3.49,5499.0,3840x2160,,1.0,2.9,512,SSD,0,NaN,Intel,Nvidia
Lenovo,Thinkpad X1,Ultrabook,14.0,Intel Core i7 6600U ,16,Intel HD Graphics 520,Windows 10,1.1,2099.0,2560x1440,IPSPanel,0.0,2.6,512,SSD,0,NaN,Intel,Intel
Asus,VivoBook Max,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 920,Linux,2.1,519.0,1920x1080,,0.0,2.5,1000,HDD,0,NaN,Intel,Nvidia
Lenovo,Thinkpad T460,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.7,1186.0,1920x1080,,0.0,2.3,256,SSD,0,NaN,Intel,Intel
Lenovo,ThinkPad T470s,Notebook,14.0,Intel Core i5 7300U ,8,Intel HD Graphics 620,Windows 10,1.32,1650.0,1920x1080,IPSPanel,0.0,2.6,256,SSD,0,NaN,Intel,Intel
Dell,Alienware 15,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,3.21,2774.63,1920x1080,,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Asus,Rog GL702VS-BA023T,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,2.9,2419.0,1920x1080,,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.0,669.0,1366x768,,0.0,2.4,500,HDD,0,NaN,Intel,Intel
Lenovo,N42-20 Chromebook,Notebook,14.0,Intel Celeron Quad Core N3160 ,4,Intel HD Graphics 400,Chrome OS,1.5,325.0,1366x768,,0.0,1.6,16,FlashStorage,0,NaN,Intel,Intel
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.3,590.0,1920x1080,,0.0,2.5,128,HDD,0,NaN,Intel,Intel
Asus,Rog GL702VM-GC017T,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.73,1799.0,1920x1080,,0.0,2.6,512,SSD,1000,HDD,Intel,Nvidia
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,32,Nvidia GeForce GTX 1070,Windows 10,4.42,3072.89,1920x1080,IPSPanel,0.0,2.8,512,SSD,1000,HDD,Intel,Nvidia
HP,ProBook 470,Notebook,17.3,Intel Core i5 7200U ,8,Nvidia GeForce 930MX,Windows 10,2.63,910.0,1600x900,,0.0,2.5,1000,HDD,0,NaN,Intel,Nvidia
Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.18,713.99,1366x768,,0.0,2.5,128,SSD,0,NaN,Intel,Intel
HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 7,1.54,1870.0,1920x1080,,0.0,2.5,512,SSD,0,NaN,Intel,Intel
Dell,Vostro 3568,Notebook,15.6,Intel Core i7 7500U ,4,AMD Radeon R5 M420,Windows 10,2.18,739.0,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,AMD
HP,Chromebook X360,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Chrome OS,1.4,615.0,1366x768,,1.0,1.1,32,FlashStorage,0,NaN,Intel,Intel
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,Intel Core i5 6200U ,8,Nvidia GeForce 940M,Windows 10,1.45,1026.0,1920x1080,IPSPanel,0.0,2.3,512,SSD,0,NaN,Intel,Nvidia
HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.28,2277.0,1920x1080,,1.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.54,1468.0,1920x1080,,0.0,2.5,512,SSD,0,NaN,Intel,Intel
HP,250 G6,Notebook,15.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,No OS,1.86,299.0,1366x768,,0.0,1.6,128,SSD,0,NaN,Intel,Intel
Asus,Rog GL502VM-DS74,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.1,1899.0,1920x1080,,0.0,2.8,128,SSD,1000,HDD,Intel,Nvidia
Dell,Inspiron 5767,Notebook,17.3,Intel Core i7 7500U ,8,AMD Radeon R7 M445,Linux,2.83,865.0,1920x1080,,0.0,2.7,1000,HDD,0,NaN,Intel,AMD
Lenovo,ThinkPad T470p,Ultrabook,14.0,Intel Core i7 7700HQ ,8,Nvidia GeForce GT 940MX,Windows 10,1.96,1903.0,1920x1080,IPSPanel,0.0,2.8,256,SSD,0,NaN,Intel,Nvidia
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce GTX 930MX,Windows 10,2.3,787.0,1920x1080,IPSPanel,0.0,2.7,256,SSD,0,NaN,Intel,Nvidia
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.9,945.0,1920x1080,,0.0,2.5,128,SSD,0,NaN,Intel,Intel
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 505,Windows 10,2.0,449.0,1366x768,,0.0,1.1,1000,HDD,0,NaN,Intel,Intel
HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i7 7600U ,8,Intel HD Graphics 620,Windows 10,1.28,2559.0,1920x1080,,1.0,2.8,256,SSD,0,NaN,Intel,Intel
Dell,Inspiron 5368,Notebook,13.3,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.62,649.0,1920x1080,,1.0,2.3,1000,HDD,0,NaN,Intel,Intel
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,2.2,469.0,1920x1080,,0.0,2.0,1000,HDD,0,NaN,Intel,Intel
Lenovo,ThinkPad E570,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.3,850.66,1920x1080,IPSPanel,0.0,2.5,1000,HDD,0,NaN,Intel,Intel
HP,EliteBook 850,Notebook,15.6,Intel Core i5 7300U ,8,AMD Radeon R7 M465,Windows 10,1.84,1349.0,1920x1080,,0.0,2.6,256,SSD,0,NaN,Intel,AMD
Toshiba,Portege X30-D-10X,Notebook,13.3,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.05,1285.0,1920x1080,,0.0,2.5,128,SSD,0,NaN,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,No OS,2.5,1017.0,1920x1080,IPSPanel,0.0,2.5,1000,HDD,0,NaN,Intel,Nvidia
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7660U ,16,Intel Iris Plus Graphics 640,Windows 10,1.29,2240.0,3200x1800,,1.0,2.5,512,SSD,0,NaN,Intel,Intel
HP,Probook 450,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.07,910.0,1920x1080,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
Toshiba,Portégé Z30-C-188,Ultrabook,13.3,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.2,1095.0,1366x768,,0.0,2.3,256,SSD,0,NaN,Intel,Intel
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.37,1950.0,1920x1080,IPSPanel,1.0,2.7,256,SSD,0,NaN,Intel,Intel
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.56,902.0,1920x1080,IPSPanel,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Dell,Precision 3520,Workstation,15.6,Intel Core i7 7700HQ ,8,Nvidia Quadro M620,Windows 10,2.23,1778.0,1920x1080,,0.0,2.8,1000,HDD,0,NaN,Intel,Nvidia
Lenovo,ThinkPad L570,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.38,1055.0,1366x768,,0.0,2.5,500,HDD,0,NaN,Intel,Intel
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M430,No OS,2.2,479.0,1920x1080,,0.0,2.0,1000,HDD,0,NaN,Intel,AMD
Toshiba,Tecra A50-D-11D,Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,2.0,1388.0,1920x1080,IPSPanel,0.0,2.7,256,SSD,0,NaN,Intel,Intel
Lenovo,Thinkpad 13,Notebook,13.3,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.44,735.0,1920x1080,IPSPanel,0.0,2.4,180,SSD,0,NaN,Intel,Intel
Samsung,Notebook 9,Ultrabook,15.0,Intel Core i7 7500U ,16,Nvidia GeForce 940MX,Windows 10,1.23,1849.0,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Nvidia
Dell,Latitude 7280,Ultrabook,12.5,Intel Core i7 7600U ,8,Intel HD Graphics 620,Windows 10,1.6,1690.0,1920x1080,,0.0,2.8,256,SSD,0,NaN,Intel,Intel
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 505,Linux,2.0,398.99,1366x768,,0.0,1.1,1000,HDD,0,NaN,Intel,Intel
Xiaomi,Mi Notebook,Ultrabook,13.3,Intel Core i5 6200U ,8,Nvidia GeForce 940MX,Windows 10,1.28,935.0,1920x1080,IPSPanel,0.0,2.3,256,SSD,0,NaN,Intel,Nvidia
Dell,Vostro 5568,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 940MX,Windows 10,2.18,912.5,1920x1080,,0.0,2.5,128,SSD,1000,HDD,Intel,Nvidia
HP,ProBook 450,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.04,839.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.28,1700.0,1920x1080,,1.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,Pavilion x360,2 in 1 Convertible,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.3,684.8,1366x768,,1.0,2.5,500,HDD,0,NaN,Intel,Intel
Asus,VivoBook L402NA,Notebook,14.1,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.65,348.0,1366x768,,0.0,1.1,32,FlashStorage,0,NaN,Intel,Intel
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,Intel Core i7 6500U ,8,Nvidia GeForce 940MX,Windows 10,2.2,669.0,1920x1080,IPSPanel,0.0,2.5,1000,HDD,0,NaN,Intel,Nvidia
Dell,Inspiron 3552,Notebook,15.6,Intel Pentium Quad Core N3710 ,4,Intel HD Graphics,Windows 10,2.2,369.0,1366x768,,0.0,1.6,500,HDD,0,NaN,Intel,Intel
HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.28,1799.0,1920x1080,,1.0,2.5,256,SSD,0,NaN,Intel,Intel
Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M420X,Linux,2.18,455.7,1366x768,,0.0,2.0,1000,HDD,0,NaN,Intel,AMD
Asus,Rog GL753VD-GC082T,Gaming,17.3,Intel Core i5 7300HQ ,12,Nvidia GeForce GTX 1050,Windows 10,2.2,1369.9,1920x1080,,0.0,2.5,128,SSD,1000,HDD,Intel,Nvidia
Acer,Chromebook C731-C78G,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.25,297.0,1366x768,IPSPanel,0.0,1.6,32,FlashStorage,0,NaN,Intel,Intel
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,AMD A4-Series 7210 ,4,AMD Radeon R3,Windows 10,2.8,379.0,1600x900,,0.0,2.2,500,HDD,0,NaN,AMD,AMD
HP,Probook 640,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.95,1265.0,1920x1080,,0.0,2.5,128,SSD,0,NaN,Intel,Intel
HP,Envy x360,2 in 1 Convertible,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.42,1399.0,3200x1800,,1.0,2.7,256,SSD,0,NaN,Intel,Intel
Samsung,Notebook 9,Ultrabook,15.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.17,1699.0,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Intel
Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.32,1799.0,1920x1080,IPSPanel,0.0,2.5,256,SSD,0,NaN,Intel,Intel
MSI,GS73VR Stealth,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.43,2649.0,3840x2160,IPSPanel,0.0,2.6,512,SSD,2000,HDD,Intel,Nvidia
Toshiba,Portege X30-D-10V,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.05,1475.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050Ti,Linux,2.62,929.0,1920x1080,,0.0,2.8,1000,HDD,0,NaN,Intel,Nvidia
HP,ProBook 450,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 930MX,Windows 10,2.04,900.0,1920x1080,,0.0,2.7,1000,HDD,0,NaN,Intel,Nvidia
Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M420X,Windows 10,2.18,614.0,1366x768,,0.0,2.0,1000,HDD,0,NaN,Intel,AMD
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7300U ,8,Intel HD Graphics 620,Windows 10,1.9,935.0,1920x1080,,0.0,2.6,500,HDD,0,NaN,Intel,Intel
Dell,XPS 13,2 in 1 Convertible,13.3,Intel Core i7 7Y75 ,8,Intel HD Graphics 615,Windows 10,1.24,2013.1,3200x1800,,1.0,1.3,512,SSD,0,NaN,Intel,Intel
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,Intel Core i7 6820HK ,32,Nvidia GeForce GTX 980M,Windows 10,3.58,1279.0,1920x1080,IPSPanel,0.0,2.7,256,SSD,256,SSD,Intel,Nvidia
Dell,XPS 13,2 in 1 Convertible,13.3,Intel Core i7 7Y75 ,16,Intel HD Graphics 615,Windows 10,1.22,1649.0,1920x1080,,1.0,1.3,256,SSD,0,NaN,Intel,Intel
Lenovo,ThinkPad X1,Ultrabook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.13,2049.0,1920x1080,IPSPanel,0.0,2.7,256,FlashStorage,0,NaN,Intel,Intel
Lenovo,ThinkPad T570,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.95,1962.99,1920x1080,IPSPanel,0.0,2.5,512,SSD,0,NaN,Intel,Intel
LG,Gram 15Z970,Ultrabook,15.6,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.08,2099.0,1920x1080,IPSPanel,1.0,2.7,512,SSD,0,NaN,Intel,Intel
HP,Elitebook 820,Netbook,12.5,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.26,1483.0,1920x1080,,0.0,2.7,512,SSD,0,NaN,Intel,Intel
Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,Intel Celeron Dual Core 3205U ,4,Intel HD Graphics,Chrome OS,2.2,359.0,1920x1080,IPSPanel,0.0,1.5,16,FlashStorage,0,NaN,Intel,Intel
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,Intel Core i5 6300HQ ,8,Nvidia GeForce GTX 960M,Windows 10,2.6,789.0,1920x1080,IPSPanel,0.0,2.3,128,SSD,1000,HDD,Intel,Nvidia
LG,Gram 14Z970,Ultrabook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,0.98,1899.0,1920x1080,IPSPanel,1.0,2.7,512,SSD,0,NaN,Intel,Intel
Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7440HQ ,8,Intel HD Graphics 620,Windows 10,1.6,1205.0,1920x1080,,0.0,2.8,256,SSD,0,NaN,Intel,Intel
HP,Elitebook Folio,Ultrabook,12.5,Intel Core M 6Y75 ,8,Intel HD Graphics 515,Windows 10,1.09,3100.0,3840x2160,,1.0,1.2,240,SSD,0,NaN,Intel,Intel
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Intel Core i7 7500U ,6,Nvidia GeForce 940MX,Windows 10,2.2,789.0,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Nvidia
HP,ProBook 450,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 930MX,Windows 10,2.04,1018.99,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Nvidia
Acer,Aspire E5-575,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.4,499.0,1920x1080,,0.0,2.4,1000,HDD,0,NaN,Intel,Intel
Lenovo,ThinkPad 13,Notebook,13.3,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.44,881.0,1920x1080,,0.0,2.5,128,SSD,0,NaN,Intel,Intel
HP,Probook 430,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.49,960.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
