Comment,Emotion
i guess the mild pain had made me feel even more impatient to just get on with it,anger
i saw that i had the last spot on the tour and that i was going to be wrapping the whole thing up i must admit to feeling a little intimidated,fear
i feel like i ve been distracted all day or i ve been dealing more with fiddly necessities than actual creative work then i ll feel like the day s been wasted,anger
i continue to feel nervous inside and long to talk sensibly even just one time around someone its so wrong to have these feelings for on so many levels i have no clue,fear
i find myself feeling irritable or depleted i run through a mental checklist have i worked out,anger
i was feeling threatened that it might be taken away from me,fear
i remember feeling uncertain about myself when i was young and especially when i became a teenager,fear
i have found the perfect remedy for anyone feeling stressed or conflicted about the future its the a href http www,anger
i didnt feel insulted though,anger
i feel offended when friends especially married friends somehow judge me for not being married yet,anger
im feeling insecure and sad because i dont know what to do with my book,fear
i feel like a little kid whose mom is proud that they touched the soccer ball once during the game,joy
i am comforted knowing that i can use my gun for my protection and will not be put behind bars for using it when i feel threatened,fear
i feel about this totally and completely pissed angry sad disappointed and absolutely furious at tough mudder the biggest rip off on planet earth,anger
im feeling virtuous i do a spinach feta cranberry salad with balsamic viniagrette,joy
