,Text,Label,num_chr,num_words,num_sent,Transformer_text
2205,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0,93,23,4,raji pls favour pls convey birthday wish nimya pls today birthday
2206,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",0,132,32,1,haha leg neck killing amigo hoping end night burn think could swing like hour
2207,"URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",1,159,31,5,urgent mobile 07xxxxxxxxx bonus caller prize 2nd attempt reach call 09066362231 asap box97n7qp 150ppm
2208,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,0,112,23,2,usually body take care buy making sure doesnt progress pls continue talk saturday
2209,"URGENT!! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins",1,161,34,4,urgent 4 costa del sol holiday await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10mins
2210,"Hmm well, night night ",0,22,5,1,hmm well night night
2211,Just wanted to say holy shit you guys weren't kidding about this bud,0,68,14,1,wanted say holy shit guy kidding bud
2212,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",0,119,30,2,gettin bit arty collage mo well tryin 2 ne way got roast min lovely shall enjoy
2213,"This is one of the days you have a billion classes, right?",0,58,14,1,one day billion class right
2214,"Goodmorning, today i am late for 2hrs. Because of back pain.",0,60,14,2,goodmorning today late 2hrs back pain
2215,Ok then i'll let him noe later n ask him call u tmr...,0,54,15,1,ok let noe later n ask call u tmr
2217,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,0,66,18,1,ok waliking ard u wan 2 buy anything go ur house
2218,* Will have two more cartons off u and is very pleased with shelves,0,67,14,1,two carton u pleased shelf
2219,Nice talking to you! please dont forget my pix :) i want to see all of you...,0,77,20,2,nice talking please dont forget pix want see
2220,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,1,156,27,2,guaranteed cash prize claim yr prize call customer service representative 08714712379 cost 10p
2221,But really quite funny lor wat... Then u shd haf run shorter distance wat...,0,76,16,1,really quite funny lor wat u shd haf run shorter distance wat
2222,I notice you like looking in the shit mirror youre turning into a right freak,0,77,15,1,notice like looking shit mirror youre turning right freak
2223,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,0,175,39,4,great getting worried know wonderful caring person like best life know u r wonderful god love
2224,"Thanks for your ringtone order, ref number K718. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069120",1,157,28,3,thanks ringtone order ref number k718 mobile charged tone arrive please call customer service 09065069120
2225,"I prefer my free days... Tues, wed, fri oso can... Ã ask those workin lor...",0,77,20,1,prefer free day tues wed fri oso ask workin lor
2226,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,0,102,25,3,alrite jod hows revision goin keris bin doin smidgin n e way u wan na cum college xx
2227,If you have belive me. Come to my home.,0,39,11,2,belive come home
2228,Oh k.k..where did you take test?,0,32,9,1,oh take test
2229,Those were my exact intentions,0,30,5,1,exact intention
2230,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,0,108,22,1,haha money leh later got go tuition haha looking empty slot driving lesson
2231,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",0,141,35,1,hey thk juz go accordin wat discussed yest lor except kb sun co nt much lesson go attend kb sat
2232,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",0,130,34,2,k wen ur free come home also tel vikky hav sent mail also better come evening il free today aftr 6pm
2233,Nothing just getting msgs by dis name wit different no's..,0,58,12,1,nothing getting msg dis name wit different
2235,What's your room number again? Wanna make sure I'm knocking on the right door,0,77,18,2,room number wan na make sure knocking right door
2236,"""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtÂbraindanceÂa comp.ofstuff on aphexÂs ;abel,u hav2hear it!c u sn xxxx""",0,163,32,2,listened2the plaid gd new air1 abel u hav2hear c u sn xxxx
2237,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,0,88,19,2,pls tell nelson bb longer comin money expecting aint coming
2238,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",0,127,29,2,give something drink take vomit temp might drop unmits however let know
2239,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,0,110,25,3,think sent text home phone cant display text still want send number
2240,Every day i use to sleep after  &lt;#&gt;  so only.,0,51,17,1,every day use sleep lt gt
2241,K I'll call you when I'm close,0,30,9,1,k call close
2242,U buy newspapers already?,0,25,5,1,u buy newspaper already
2243,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,0,96,24,1,nope wif si lor aft bathing dog bathe look like going 2 rain soon
2244,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,0,64,17,3,boo way mom making tortilla soup yummmm
2245,No management puzzeles.,0,23,4,1,management puzzeles
2246,How did you find out in a way that didn't include all of these details,0,70,16,1,find way include detail
2247,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",1,181,39,4,hi ya babe x u 4goten bout scammer getting smart though regular vodafone respond get prem rate no used also beware
2248,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls Â£1/minMobsmoreLKPOBOX177HP51FL,1,160,31,3,back 2 work 2morro half term u c 2nite 4 sexy passion b4 2 go back chat 09099726481 luv dena call
2249,will you like to be spoiled? :),0,31,9,2,like spoiled
2250,"Thanks for your ringtone order, ref number R836. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069154",1,157,28,3,thanks ringtone order ref number r836 mobile charged tone arrive please call customer service 09065069154
2251,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,0,113,21,2,getting threat sale executive shifad raised complaint official message
2252,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,0,110,26,1,hope thing went well reminds still need u c little thing left lounge
2253,Den wat will e schedule b lk on sun?,0,36,10,1,den wat e schedule b lk sun
2254,Lol enjoy role playing much?,0,28,6,1,lol enjoy role playing much
2255,Ok. Me watching tv too.,0,23,6,1,watching tv
2256,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",0,155,39,2,lov line hurt truth mind wil ur someone never comfort lie gud ni8 sweet dream
2257,"Just checked out, heading out to drop off my stuff now",0,54,12,1,checked heading drop stuff
2258,Here got lots of hair dresser fr china.,0,39,9,1,got lot hair dresser fr china
2259,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0,154,39,5,sad story man last week wife wish parent forgot n kid went work even colleague wish
2260,Ill call you evening ill some ideas.,0,36,8,1,ill call evening ill idea
2261,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,1,155,31,3,splashmobile choose 1000 gr8 tone wk subscrition service weekly tone costing 300p u one credit kick back enjoy
2262,Did you show him and wot did he say or could u not c him 4 dust?,0,64,18,1,show wot say could u c 4 dust
2263,It should take about  &lt;#&gt;  min,0,36,12,1,take lt gt min
2264,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1,160,36,4,heard u4 call 4 rude chat private line 01223585334 cum wan 2c pic gettin shagged text pix 8552 2end send stop 8552 sam xxx
2267,<Forwarded from 88877>FREE entry into our Â£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,1,122,26,2,forwarded 88877 free entry weekly comp send word enter 88877 18 c
2268,Finish liao... U?,0,17,5,1,finish liao u
2269,88066 FROM 88066 LOST 3POUND HELP,1,33,6,1,88066 88066 lost 3pound help
2270,Haha i think i did too,0,22,6,1,haha think
2271,U know we watchin at lido?,0,26,7,1,u know watchin lido
2272,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,0,144,27,1,life spend someone lifetime may meaningless moment spent someone really love mean life
2273,"Haha awesome, I've been to 4u a couple times. Who all's coming?",0,63,17,2,haha awesome 4u couple time coming
2274,Cold. Dont be sad dear,0,22,6,2,cold dont sad dear
2275,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,0,89,22,2,think could stop like hour roommate looking stock trip
2276,Is that on the telly? No its Brdget Jones!,0,42,11,2,telly brdget jones
2278,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,0,135,32,7,hello r u im bored inever thought id get bored tv tell something exciting happened anything
2279,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,0,78,20,1,hmm bad news hype park plaza 700 studio taken left 2 900
2280,"Sorry, I'll call later in meeting",0,33,8,1,sorry call later meeting
2281,R Ã¼ comin back for dinner?,0,27,7,1,r ã¼ comin back dinner
2282,"I hav almost reached. Call, i m unable to connect u.",0,52,14,2,hav almost reached call unable connect u
2283,Whom you waited for yesterday,0,29,5,1,waited yesterday
2284,I reach home safe n sound liao...,0,33,8,1,reach home safe n sound liao
2285,"Velly good, yes please!",0,23,6,1,velly good yes please
2286,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",0,85,20,2,hi wkend ok journey terrible wk good huge back log marking
2287,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,0,101,24,3,two letter copy co one message speak soon
2288,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,0,110,27,1,alex know guy sell mids south tampa think could set like 8
2289,Dont you have message offer,0,27,5,1,dont message offer
2290,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,1,159,27,3,mobile 11mths update free orange latest colour camera mobile unlimited weekend call call mobile upd8 freefone 08000839402 2stoptx
2291,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",0,58,17,2,hey babe u doin wot u 2 2nite love annie x
2292,Remind me how to get there and I shall do so,0,44,11,1,remind get shall
2293,:-( that's not v romantic!,0,26,9,1,v romantic
2294,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,0,91,20,3,hello damn christmas thing think decided keep mp3 doesnt work
2295,You have 1 new message. Please call 08718738034.,1,48,10,2,1 new message please call 08718738034
2296,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,0,125,32,3,hi darlin im missin u hope good time u back time u give call home jess xx
