Quotes,Writter name
Stew the rabbits squealed Gollum in dismay Spoil beautiful meat Smeagol saved for you poor hungry Smeagol,J.R.R. Tolkien
"The trouble is I am not at peace with myself I am not always something and if for once I am something I pay for it by being nothing for months on endKafka quoted by Canetti
    
  ","Elias Canetti,"
"I said what stake you got in this guy You takin his pay away from him

No course I aint Why you think Im sellin him out

Well I never seen one guy take so much trouble for another guy I just like to know what your interest is",John Steinbeck
Angry people are not always wise,Jane Austen
There is one thing Emma which a man can always do if he chooses and that is his duty not by manoeuvring and finessing but by vigour and resolution,Jane Austen
The King sighed so heavily and seemed so lowspirited and sat down so miserably leaning his head upon his hand and his elbow upon the kitchen table pushed away in the corner that the seventeen Princes and Princesses crept softly out of the kitchen and left him alone with the Princess Alicia and the angelic baby,Charles Dickens
But for my own part if a book is well written I always find it too short,Jane Austen
I was given good principles but left to follow them in pride and conceit,Jane Austen
My good opinion once lost is lost forever,Jane Austen
 Love alters not with his brief hours and weeks but bears it out even to the edge of doom,William Shakespeare
You might from your appearance be the wife of Lucifer said Miss Pross in her breathing Nevertheless you shall not get the better of me I am an Englishwoman,Charles Dickens
No that is the great fallacy the wisdom of old men They do not grow wise They grow careful,Ernest Hemingway
A woman must have money and a room of her own if she is to write fiction,Virginia Woolf
There was a cold night smell in the chapel But it was a holy smell It was not like the smell of the old peasants who knelt at the back of the chapel at Sunday mass That was a smell of air and rain and turf and corduroy But they were very holy peasants They breathed behind him on his neck and sighed as they prayed,James Joyce
In a word I was too cowardly to do what I knew to be right as I had been too cowardly to avoid doing what I knew to be wrong,Charles Dickens
"Now fraud that eats away at every conscience

is practice by a man against another

who trust in him or one who has no trust

This latter way seems only to cut off

the bond of love that nature forges thus

nestled within the second circle are

hypocrisy and flattery sorcerers

and falsifiers simony and theft

and barrators and panders and like trash

But in the former way of fraud not only

the love that nature forges is forgotten

but added love that builds a special trust

thus in the tightest circle where there is

the universes center seat of Dis

all traitors are consumed eternally",Dante Alighieri
How often is happiness destroyed by preparation foolish preparation,Jane Austen
In the surface of the great pearl he could see dreams form He picked the pearl from the dying flesh and held it in his palm and he turned it over and saw that its curve was perfect,John Steinbeck
The bird looked much smaller dead than it had alive Jody felt a little mean pain in his stomach so he took out his pocketknife and cut off the birds head,John Steinbeck
She was about to split asunder she felt The agony was so terrific If she could grasp her if she could clasp her if she could make her hers absolutely and forever and then die that was all she wanted But to sit here unable to think of anything to say to see Elizabeth turning against her to be felt repulsive even by her  it was too much she could not stand it The thick fingers curled inwards,Virginia Woolf
His fathers whistle his mothers mutterings the screech of an unseen maniac were to him now so many voices offending and threatening to humble the pride of his youth,James Joyce
